SKU Pai,SKU Variação,Nome do Produto,Nome da Variação,Valor da Variação,Categoria (referência interna),Descrição do Produto,Marca,Preço (R$),Preço Original em Ienes (referência),Estoque,Peso(kg),Comprimento(cm),Largura(cm),Altura(cm),Dias de Preparação,Imagem de Capa,Imagem 2,Imagem 3,Imagem 4,Imagem 5,Imagem 6,Imagem 7,Imagem 8,Observações
JE-COS-0132,JE-COS-0132,SKIN1004 Madagascar Centella Tea-Trica Relief Ampoule – Sérum Calmante (100 ml),,Padrão,Cosméticos,"Sérum desenvolvido para peles oleosas, sensíveis e com tendência à acne. Sua fórmula combina Centella Asiática de Madagascar e Tea Tree, ajudando a acalmar irritações, reduzir a vermelhidão e controlar a oleosidade, enquanto fortalece a barreira natural da pele.  Benefícios:  * Acalma a pele sensibilizada e reduz a vermelhidão. * Auxilia no controle da oleosidade e no surgimento de espinhas. * Hidrata profundamente sem deixar sensação pegajosa. * Fortalece a barreira de proteção da pele. * Deixa a pele mais equilibrada, macia e saudável.  Indicado para: Peles oleosas, mistas, sensíveis e acneicas.  Modo de uso: Após a limpeza e o tônico, aplique algumas gotas no rosto e espalhe suavemente até completa absorção. Finalize com hidratante. Pode ser usado diariamente, pela manhã e à noite.",Sem Marca,214.33,6600,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0133,JE-COS-0133,SKIN1004 Madagascar Centella Tea-Trica Soothing Sun Milk Protetor Solar Facial (50 ml),,Padrão,Cosméticos,"Protetor solar facial de textura fluida e leve, desenvolvido para proteger a pele dos raios UVA e UVB enquanto acalma e hidrata. Enriquecido com Centella Asiática de Madagascar e ingredientes calmantes, ajuda a controlar a oleosidade sem deixar a pele pesada ou com acabamento esbranquiçado.  Benefícios:  * Alta proteção solar SPF50+ PA++++ contra os raios UVA e UVB. * Ajuda a acalmar a pele sensível e reduzir a vermelhidão. * Controla a oleosidade e proporciona acabamento leve e natural. * Hidrata sem obstruir os poros. * Não deixa resíduos brancos e é ideal para uso diário.  Indicado para: Todos os tipos de pele, especialmente peles oleosas, sensíveis e com tendência à acne.  Modo de uso: Aplique uma quantidade adequada no rosto e pescoço como último passo da rotina de skincare, cerca de 15 a 20 minutos antes da exposição ao sol. Reaplique ao longo do dia, especialmente após suor intenso, banho ou exposição prolongada ao sol.",Sem Marca,175.39,5400,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0158,JE-COS-0158,SKIN1004 Madagascar Centella TECA Ampoule – Sérum Facial Calmante (50 ml),,Padrão,Cosméticos,"Sérum facial concentrado formulado com TECA (Madecassoside, Asiaticoside, Ácido Asiático e Ácido Madecássico) e Centella Asiática de Madagascar, desenvolvido para acalmar intensamente a pele sensibilizada, fortalecer a barreira cutânea e auxiliar na recuperação da pele irritada. Sua textura leve é rapidamente absorvida, proporcionando hidratação sem deixar sensação pegajosa.  Benefícios:  * Acalma irritações e reduz a vermelhidão. * Fortalece a barreira de proteção da pele. * Auxilia na recuperação da pele sensibilizada. * Hidrata profundamente sem pesar. * Deixa a pele mais macia, saudável e equilibrada.  Indicado para: Todos os tipos de pele, especialmente peles sensíveis, irritadas, secas ou com a barreira cutânea fragilizada.  Modo de uso: Após a limpeza e o tônico, aplique algumas gotas no rosto e pescoço, espalhando suavemente até completa absorção. Finalize com hidratante. Pode ser usado diariamente, pela manhã e à noite.",Sem Marca,220.82,6800,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0159,JE-COS-0159,SKIN1004 Madagascar Centella TECA Cream – Creme Hidratante Calmante (75 ml),,Padrão,Cosméticos,"Creme hidratante formulado com TECA (Madecassoside, Asiaticoside, Ácido Asiático e Ácido Madecássico) e Centella Asiática de Madagascar, desenvolvido para acalmar intensamente a pele sensível, fortalecer a barreira cutânea e auxiliar na recuperação da pele fragilizada. Sua textura nutritiva proporciona hidratação profunda sem deixar sensação pesada.  Benefícios:  * Acalma irritações e reduz a vermelhidão. * Fortalece a barreira de proteção da pele. * Auxilia na recuperação da pele sensibilizada. * Hidrata profundamente e ajuda a prevenir o ressecamento. * Deixa a pele macia, confortável e com aspecto saudável.  Indicado para: Todos os tipos de pele, especialmente peles sensíveis, secas, irritadas ou com a barreira cutânea comprometida.  Modo de uso: Após o sérum, aplique uma quantidade adequada no rosto e pescoço, espalhando suavemente até completa absorção. Use diariamente, pela manhã e à noite. Durante o dia, finalize a rotina com protetor solar.",Sem Marca,256.51,7900,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0160,JE-COS-0160,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule – Sérum Facial Iluminador (100 ml),,Padrão,Cosméticos,"Sérum facial iluminador formulado com Centella Asiática de Madagascar, Niacinamida e cápsulas hidratantes que se dissolvem durante a aplicação. Ajuda a uniformizar o tom da pele, reduzir a aparência de manchas e proporcionar hidratação intensa, deixando a pele mais luminosa, macia e saudável.  Benefícios:  * Ajuda a clarear manchas e marcas de acne. * Uniformiza o tom da pele e melhora a luminosidade. * Hidrata profundamente com cápsulas nutritivas. * Acalma a pele e fortalece a barreira cutânea. * Deixa a pele mais lisa, radiante e com aspecto saudável.  Indicado para: Todos os tipos de pele, especialmente peles opacas, com manchas, marcas de acne e tom irregular.  Modo de uso: Após a limpeza e o tônico, aplique algumas gotas no rosto e pescoço. Espalhe suavemente até que as cápsulas sejam totalmente absorvidas. Finalize com hidratante. Pode ser usado diariamente, pela manhã e à noite. Durante o dia, utilize protetor solar para potencializar os resultados.",Sem Marca,237.04,7300,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0161,JE-COS-0161,SKIN1004 Madagascar Centella Tone Brightening Summer Special Edition – Kit Completo de Skincare Iluminador,,Padrão,Cosméticos,"Kit completo de cuidados faciais desenvolvido para hidratar, acalmar e uniformizar o tom da pele. Enriquecido com Centella Asiática de Madagascar, Niacinamida e ingredientes iluminadores, ajuda a reduzir a aparência de manchas, melhorar a luminosidade e fortalecer a barreira cutânea, proporcionando uma pele mais saudável e radiante.  O kit contém:  * Óleo de limpeza (Light Cleansing Oil) * Espuma de limpeza (Ampoule Foam) * Tônico iluminador (Tone Brightening Boosting Toner) * Sérum iluminador (Tone Brightening Capsule Ampoule) * Creme hidratante (Tone Brightening Capsule Cream)  Benefícios:  * Uniformiza o tom da pele e ajuda a reduzir manchas. * Promove uma limpeza completa sem ressecar. * Hidrata profundamente e fortalece a barreira da pele. * Acalma irritações e reduz a vermelhidão. * Deixa a pele mais luminosa, macia e revitalizada.  Indicado para: Todos os tipos de pele, especialmente peles opacas, com manchas, marcas de acne e tom irregular.  Modo de uso:  1. Limpe a pele com o óleo de limpeza. 2. Lave o rosto com a espuma de limpeza. 3. Aplique o tônico. 4. Utilize o sérum iluminador. 5. Finalize com o creme hidratante.     Durante o dia, complete a rotina com um protetor solar para potencializar os resultados e proteger a pele.",Sem Marca,285.71,8800,999,1.000,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0162,JE-COS-0162,SKIN1004 Madagascar Centella Tone Brightening Boosting Toner – Tônico Facial Iluminador (210 ml),,Padrão,Cosméticos,"Tônico facial desenvolvido para hidratar, acalmar e uniformizar o tom da pele. Formulado com Centella Asiática de Madagascar, Niacinamida e ingredientes iluminadores, prepara a pele para os próximos passos da rotina de skincare, ajudando a reduzir a aparência de manchas e proporcionando uma pele mais luminosa e saudável.  Benefícios:  * Ajuda a uniformizar o tom da pele. * Contribui para reduzir a aparência de manchas e marcas de acne. * Hidrata e acalma a pele sensível. * Melhora a luminosidade e a textura da pele. * Prepara a pele para melhor absorção dos séruns e hidratantes.  Indicado para: Todos os tipos de pele, especialmente peles opacas, com manchas, marcas de acne e tom irregular.  Modo de uso: Após a limpeza, aplique uma quantidade adequada no rosto com as mãos ou um algodão, evitando a área dos olhos. Dê leves batidinhas até completa absorção. Use diariamente, pela manhã e à noite, antes do sérum e do hidratante. Durante o dia, finalize a rotina com protetor solar.",Sem Marca,162.41,5000,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0163,JE-COS-0163,SKIN1004 Madagascar Centella Tone Brightening Dark Spot Ampoule Pad – Discos Faciais Iluminadores (60 unidades / 130 ml),,Padrão,Cosméticos,"Discos faciais embebidos em essência iluminadora, formulados com Centella Asiática de Madagascar, Niacinamida e ingredientes hidratantes. Ajudam a uniformizar o tom da pele, reduzir a aparência de manchas e marcas de acne, além de proporcionar hidratação e suavidade em um único passo.  Benefícios:  * Ajuda a reduzir manchas escuras e marcas de acne. * Uniformiza o tom da pele e aumenta a luminosidade. * Hidrata e acalma a pele sensível. * Promove uma esfoliação suave, deixando a pele mais lisa. * Prepara a pele para melhor absorção dos produtos da rotina de skincare.  Indicado para: Todos os tipos de pele, especialmente peles com manchas, marcas de acne, tom irregular e aspecto opaco.  Modo de uso: Após a limpeza, passe um disco suavemente por todo o rosto, evitando a área dos olhos. Não é necessário enxaguar. Continue a rotina com sérum e hidratante. Pode ser usado diariamente, pela manhã e à noite. Durante o dia, utilize protetor solar para potencializar os resultados.",Sem Marca,220.82,6800,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0164,JE-COS-0164,SKIN1004 Madagascar Centella Tone Brightening Capsule Ampoule – Sérum Facial Iluminador (50 ml),,Padrão,Cosméticos,"Sérum facial iluminador formulado com Centella Asiática de Madagascar, Niacinamida e cápsulas hidratantes que se dissolvem durante a aplicação. Ajuda a uniformizar o tom da pele, reduzir a aparência de manchas e marcas de acne, enquanto proporciona hidratação profunda e fortalece a barreira cutânea.  Benefícios:  * Ajuda a clarear manchas e marcas de acne. * Uniformiza o tom da pele e aumenta a luminosidade. * Hidrata intensamente sem deixar sensação pegajosa. * Acalma a pele sensível e fortalece a barreira de proteção. * Deixa a pele mais macia, radiante e com aspecto saudável.  Indicado para: Todos os tipos de pele, especialmente peles com manchas, marcas de acne, tom irregular e aspecto opaco.  Modo de uso: Após a limpeza e o tônico, aplique algumas gotas no rosto e pescoço. Espalhe suavemente até que as cápsulas sejam completamente absorvidas. Finalize com hidratante. Pode ser usado diariamente, pela manhã e à noite. Durante o dia, utilize protetor solar para potencializar os resultados.",Sem Marca,207.84,6400,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0165,JE-COS-0165,SKIN1004 Madagascar Centella Tone Brightening Tone-Up Sunscreen- Protetor Solar Facial Iluminador (50 ml),,Padrão,Cosméticos,"Protetor solar facial com efeito tone-up, desenvolvido para proteger a pele dos raios UVA e UVB enquanto uniformiza instantaneamente o tom da pele. Formulado com Centella Asiática de Madagascar e ingredientes iluminadores, ajuda a acalmar, hidratar e proporcionar um acabamento natural e radiante, podendo ser usado sozinho ou como primer antes da maquiagem.  Benefícios:  * Alta proteção solar SPF50+ PA++++. * Uniformiza o tom da pele com efeito iluminador imediato. * Ajuda a reduzir o aspecto opaco da pele. * Hidrata e acalma a pele sensível. * Textura leve, de rápida absorção e acabamento natural. * Ideal como base para a maquiagem.  Indicado para: Todos os tipos de pele, especialmente peles opacas, com tom irregular e sensíveis.  Modo de uso: Aplique uma quantidade adequada no rosto e pescoço como último passo da rotina de skincare, cerca de 15 a 20 minutos antes da exposição ao sol. Reaplique ao longo do dia para manter a proteção, especialmente após suor intenso, banho ou exposição prolongada ao sol.",Sem Marca,188.37,5800,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0166,JE-COS-0166,SKIN1004 Madagascar Centella Tone Brightening Cleansing Gel Foam – Gel de Limpeza Facial (125 ml),,Padrão,Cosméticos,"Gel de limpeza facial desenvolvido para limpar profundamente a pele enquanto ajuda a uniformizar o tom e preservar a hidratação natural. Formulado com Centella Asiática de Madagascar e ingredientes iluminadores, remove impurezas, excesso de oleosidade e resíduos sem ressecar, deixando a pele limpa, macia e radiante.  Benefícios:  * Limpa profundamente sem ressecar a pele. * Ajuda a uniformizar o tom e aumentar a luminosidade. * Remove impurezas, excesso de oleosidade e resíduos. * Acalma a pele sensível e fortalece a barreira cutânea. * Deixa a pele macia, fresca e com aspecto saudável.  Indicado para: Todos os tipos de pele, especialmente peles opacas, com manchas, marcas de acne e tom irregular.  Modo de uso: Aplique uma pequena quantidade do produto nas mãos úmidas e faça espuma. Massageie suavemente o rosto em movimentos circulares e enxágue com água morna. Use diariamente, pela manhã e à noite.",Sem Marca,181.88,5600,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0167,JE-COS-0167,SKIN1004 Madagascar Centella Tone Brightening Glow Mask – Máscara Facial Iluminadora (25 ml – Caixa com 5 unidades),,Padrão,Cosméticos,"Máscara facial em tecido enriquecida com Centella Asiática de Madagascar e ingredientes iluminadores que hidratam profundamente, acalmam a pele e ajudam a uniformizar o tom. Sua fórmula promove uma pele mais luminosa, revitalizada e com aparência saudável desde a primeira aplicação.  Benefícios:  * Hidrata intensamente e proporciona efeito glow. * Ajuda a uniformizar o tom da pele e reduzir a aparência de manchas. * Acalma irritações e vermelhidão. * Fortalece a barreira cutânea e melhora a luminosidade natural. * Deixa a pele macia, fresca e revitalizada.  Indicado para: Todos os tipos de pele, especialmente peles opacas, sensíveis ou com tom irregular.  Modo de uso: Após a limpeza e o tônico, aplique a máscara sobre o rosto e deixe agir por 10 a 20 minutos. Remova e massageie suavemente o sérum restante até completa absorção. Não é necessário enxaguar.",Sem Marca,129.96,4000,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0152,JE-COS-0152,SKIN1004 Madagascar Centella Toning Toner – (210 ml),,Padrão,Cosméticos,"Tônico facial de uso diário que hidrata, acalma e promove uma esfoliação suave para renovar a pele sem causar irritação. Formulado com Centella Asiática de Madagascar e PHA (Poli-Hidroxiácido), ajuda a remover células mortas, melhorar a textura da pele e preparar o rosto para os próximos passos da rotina de skincare.  Benefícios:  * Promove esfoliação suave sem ressecar. * Remove células mortas e impurezas. * Hidrata e acalma a pele sensível. * Uniformiza a textura e deixa a pele mais luminosa. * Prepara a pele para melhor absorção dos tratamentos.  Indicado para: Todos os tipos de pele, especialmente peles sensíveis, opacas e com textura irregular.  Modo de uso: Após a limpeza, aplique uma quantidade adequada no rosto com as mãos ou um algodão, evitando a área dos olhos. Use diariamente, de manhã e à noite, antes do sérum e do hidratante. Durante o dia, finalize a rotina com protetor solar.",Sem Marca,149.43,4600,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0134,JE-COS-0134,SKIN1004 Madagascar Centella Travel Kit,,Padrão,Cosméticos,"Kit completo de cuidados com a pele em tamanho viagem, ideal para conhecer a famosa linha Madagascar Centella ou levar na bolsa e em viagens.  ✨ O kit contém: • Ampoule (Sérum Concentrado) 30ml • Toning Toner (Tônico Facial) 30ml • Light Cleansing Oil (Óleo de Limpeza) 30ml • Soothing Cream (Creme Calmante) 30ml • Ampoule Foam (Espuma de Limpeza) 20ml  💚 Benefícios: • Limpa suavemente sem ressecar a pele • Ajuda a remover maquiagem e impurezas • Hidrata e fortalece a barreira cutânea • Acalma vermelhidão e irritações • Auxilia na recuperação da pele sensibilizada • Ideal para peles sensíveis, secas e mistas  🌱 Formulado com Extrato de Centella Asiática de Madagascar, conhecido por suas propriedades calmantes e reparadoras.",Sem Marca,246.77,7600,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706126/nikkeybox/products/skin1004-madagascar-centella-travel-kit-b63c/dplyfvyqnqperkolgs0z.webp",,,,,,,,
JE-COS-0157,JE-COS-0157,SKIN1004 Madagascar Centella Watergel Sheet Ampoule Mask – Máscara Facial em Tecido (25 ml),,Padrão,Cosméticos,"Máscara facial em tecido com tecnologia Watergel, enriquecida com Centella Asiática de Madagascar, desenvolvida para proporcionar hidratação intensa, acalmar a pele e fortalecer a barreira cutânea. Sua essência em ampoule é rapidamente absorvida, deixando a pele revitalizada, macia e com brilho saudável.  Benefícios:  * Hidrata profundamente e ajuda a manter a umidade da pele. * Acalma irritações e reduz a vermelhidão. * Fortalece a barreira natural da pele. * Refresca e revitaliza a pele cansada. * Deixa a pele macia, luminosa e com aspecto saudável.  Indicado para: Todos os tipos de pele, especialmente peles sensíveis, secas e desidratadas.  Modo de uso: Após a limpeza e o tônico, aplique a máscara sobre o rosto e deixe agir por 10 a 20 minutos. Retire a máscara e massageie suavemente a essência restante até completa absorção. Não é necessário enxaguar. Use de 1 a 3 vezes por semana ou sempre que a pele precisar de hidratação extra.",Sem Marca,129.96,4000,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-DOC-0060,JE-DOC-0060,Sopa de Missô Instantânea Marukome Ryotei no Aji – 24 Porções ,,Padrão,Doces & Chás,"Desfrute do sabor autêntico da tradicional sopa de missô japonesa de forma prática e rápida. A versão Ryotei no Aji da Marukome possui 25% menos sódio em comparação às versões convencionais, mantendo o sabor rico e equilibrado do missô.  ✨ Características:  * 24 porções individuais * 4 sabores variados:     * Cebolinha (Naganegi)     * Tofu     * Alga Wakame     * Tofu frito (Aburaage) * Baixo teor de sódio * Preparo rápido: basta adicionar água quente * Ideal para acompanhar refeições ou consumir como lanche leve  🍜 Modo de preparo: Coloque o conteúdo de um sachê em uma tigela, adicione aproximadamente 160 ml de água quente, misture bem e sirva.",Sem Marca,35.86,1100,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706128/nikkeybox/products/sopa-de-misso-instantanea-marukome-ryote-96xn/mk9yasbn7pzdsup8mwah.webp",,,,,,,,
JE-COS-0135,JE-COS-0135,Sopa de Missô Instantânea Marukome Ryotei no Aji – 24 Porções,,Padrão,Doces & Chás,"Leve para sua casa o sabor tradicional da culinária japonesa com a sopa de missô instantânea Marukome Ryotei no Aji. Produzida com uma combinação especial de diferentes tipos de missô, oferece um sabor rico, equilibrado e autêntico.  ✨ Características:  * 24 porções individuais * 4 sabores clássicos:     * Cebolinha (Naganegi)     * Tofu     * Alga Wakame     * Tofu frito (Aburaage) * Mistura de missôs selecionados para um sabor mais encorpado * Preparo rápido e prático * Ideal para acompanhar refeições japonesas ou consumir a qualquer hora do dia  🍜 Modo de preparo: Adicione o conteúdo de um sachê em uma tigela, acrescente cerca de 160 ml de água quente, misture bem e sirva.",Sem Marca,65.06,2000,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706132/nikkeybox/products/sopa-de-misso-instantanea-marukome-ryote-b3u9/iccqyublx9y0sqkxhb1e.webp",,,,,,,,
JE-COS-0136,JE-COS-0136,Specialty SENKA Perfect Whip White Clay,,Padrão,Cosméticos,"A Senka Perfect Whip White Clay é uma espuma de limpeza facial japonesa formulada com argila branca, que ajuda a remover impurezas, excesso de oleosidade e resíduos acumulados nos poros. Sua espuma rica e cremosa promove uma limpeza profunda sem ressecar a pele, deixando uma sensação de frescor e maciez.  Benefícios: • Limpeza profunda dos poros • Remove excesso de oleosidade • Ajuda a reduzir a aparência dos poros • Espuma densa e cremosa • Pele limpa, macia e revitalizada",Sem Marca,91.02,2800,999,0.500,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706132/nikkeybox/products/specialty-senka-perfect-whip-white-clay-gjei/vc3twc0l6zlwniua4hn7.webp",,,,,,,,
JE-DOC-0061,JE-DOC-0061,Tempero para Frango Frito Japonês Karaage Nippn – Sabor Alho Especial,,Padrão,Doces & Chás,"Prepare em casa o famoso karaage japonês com praticidade e muito sabor. Este tempero da Nippn combina uma mistura especial de especiarias e alho, proporcionando um frango crocante por fora, suculento por dentro e com sabor intenso.  ✨ Características:  * Tempero para preparo de karaage (frango frito japonês) * Sabor rico e marcante de alho * Fácil de usar * Ideal para refeições, petiscos e bentôs * Embalagem com fechamento tipo zip para melhor conservação  🍗 Modo de preparo: Misture o tempero com os pedaços de frango, deixe marinar por alguns minutos e frite até dourar. O resultado é um karaage crocante e cheio de sabor.  📦 Conteúdo: 100 g",Sem Marca,26.12,800,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706134/nikkeybox/products/tempero-para-frango-frito-japones-karaag-i5gs/keuwgixlgsj7xpopovzo.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706136/nikkeybox/products/tempero-para-frango-frito-japones-karaag-i5gs/fymdiyr1xh6mxzpjqwki.webp",,,,,,,
JE-DOC-0062,JE-DOC-0062,Tempero para Karaage Japonês Nippn – Receita Tradicional,,Padrão,Doces & Chás,"Prepare o autêntico karaage japonês de maneira simples e deliciosa. Desenvolvido sob supervisão de uma famosa rede especializada em karaage no Japão, este tempero proporciona uma textura crocante e um sabor suculento irresistível.  ✨ Características:  * Mistura especial para frango frito japonês (karaage) * Crocância extra e sabor equilibrado * Receita inspirada em restaurantes populares do Japão * Não contém alho * Embalagem com fechamento zip para melhor conservação  🍗 Modo de preparo: Misture o tempero aos pedaços de frango, deixe marinar por alguns minutos e frite até dourar. O resultado é um karaage crocante por fora e macio por dentro.  📦 Conteúdo: 100 g",Sem Marca,26.12,800,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706135/nikkeybox/products/tempero-para-karaage-japones-nippn-recei-qzl8/w0eerfoctblxtxjm7ldc.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706137/nikkeybox/products/tempero-para-karaage-japones-nippn-recei-qzl8/fe7eadtvar2xgj7zkvps.webp",,,,,,,
JE-COS-0137,JE-COS-0137,TIRTIR Mask Fit Red Cushion,,Padrão,Cosméticos,"A TIRTIR Mask Fit Red Cushion é uma base cushion coreana de alta cobertura que uniformiza o tom da pele, disfarça imperfeições e proporciona um acabamento natural e luminoso. Sua fórmula de longa duração mantém a maquiagem impecável por horas, com conforto e resistência ao suor e à oleosidade.  Benefícios:  * Alta cobertura com acabamento natural. * Longa duração de até 72 horas. * Disfarça manchas, vermelhidão e poros. * Mantém a pele hidratada e confortável. * Resistente ao suor e à transferência. * Proteção solar SPF40 PA++. * Aplicação prática com esponja inclusa.  Ideal para todos os tipos de pele, especialmente para quem busca uma maquiagem duradoura, uniforme e com aspecto saudável. Perfeita para o uso diário ou ocasiões especiais.",Sem Marca,193.23,5950,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-DOC-0063,JE-DOC-0063,Tokyo Banana Original – Doce Tradicional de Tóquio,,Padrão,Doces & Chás,"Conheça o tradicional Tokyo Banana, um dos souvenirs mais queridos do Japão! Feito com uma massa macia tipo pão de ló e recheado com um irresistível creme de banana, este doce encanta pela textura delicada e pelo sabor suave e sofisticado.  Perfeito para presentear, compartilhar com a família ou experimentar uma das sobremesas mais icônicas do Japão.",Sem Marca,175.39,5400,999,,,,,3,"https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706139/nikkeybox/products/tokyo-banana-original-doce-tradicional-d-26w0/zy4ae4hj5cjgifmdsujf.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706141/nikkeybox/products/tokyo-banana-original-doce-tradicional-d-26w0/jaboujvd32832rydncgw.webp","https://res.cloudinary.com/dw4j4tpub/image/upload/f_webp,q_auto/v1781706142/nikkeybox/products/tokyo-banana-original-doce-tradicional-d-26w0/dsulkrjwpjozmbqy5rxd.webp",,,,,,
JE-COS-0139,JE-COS-0139,Tsubaki Premium EX Damage Care & Repair – Shampoo + Tratamento,,Padrão,Cosméticos,"Recupere os fios danificados com a linha Tsubaki Premium EX Damage Care & Repair. Sua fórmula com óleo de camélia e ingredientes hidratantes ajuda a reparar os danos causados por química, calor e agressões diárias, deixando os cabelos mais fortes, macios e com brilho intenso.  Benefícios:  * Repara cabelos danificados e ressecados. * Hidrata profundamente sem pesar. * Reduz o frizz e as pontas duplas. * Deixa os fios mais macios, alinhados e brilhantes. * Fragrância elegante e duradoura.  Ideal para cabelos secos, quimicamente tratados ou com danos causados por secador, chapinha e coloração. O uso combinado do shampoo e do tratamento potencializa a recuperação dos fios, proporcionando um cabelo saudável, sedoso e cheio de vida.",Sem Marca,141.32,4350,999,1.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0140,JE-COS-0140,Tsubaki Premium EX Repair Mask,,Padrão,Cosméticos,"A Tsubaki Premium EX Repair Mask é uma máscara capilar de tratamento intensivo que promove reparação profunda desde a primeira aplicação. Sua fórmula rica em óleo de camélia e ingredientes nutritivos penetra nos fios, restaurando cabelos danificados, ressecados e sem brilho, sem necessidade de tempo de pausa.  Benefícios:  * Repara profundamente os fios danificados. * Hidratação intensa e nutrição prolongada. * Reduz o frizz e as pontas duplas. * Deixa os cabelos extremamente macios, sedosos e brilhantes. * Fórmula de ação rápida, sem necessidade de tempo de espera. * Fragrância sofisticada e duradoura.  Ideal para cabelos secos, quimicamente tratados ou danificados pelo uso frequente de secador, chapinha e coloração. Perfeita para devolver força, maciez e brilho aos fios com um tratamento prático e eficaz.",Sem Marca,58.57,1800,999,0.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0186,JE-COS-0186,TSUBAKI Premium Kit Shampoo + Condicionador,,Padrão,Cosméticos,"TSUBAKI Premium Volume & Repair foi desenvolvido para cabelos finos, sem volume ou danificados, proporcionando limpeza suave, hidratação e fortalecimento dos fios sem deixá-los pesados.  Benefícios:  * 🌼 Ajuda a dar mais volume e corpo aos cabelos. * ✨ Repara os fios danificados e reduz a quebra. * 💧 Hidrata profundamente, mantendo os cabelos macios e leves. * 🌺 Enriquecido com óleo de camélia (Tsubaki), conhecido por nutrir e devolver o brilho natural. * 🫧 Deixa os cabelos sedosos, saudáveis e com uma fragrância elegante e duradoura.  Indicado para:  * Cabelos finos ou sem volume. * Cabelos danificados por química, calor ou agressões do dia a dia. * Quem busca fios mais fortes, macios e com aparência saudável.",Sem Marca,123.47,3800,999,1.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
JE-COS-0141,JE-COS-0141,Tsubaki Premium Moist & Repair – Shampoo + Condicionador,,Padrão,Cosméticos,"A linha Tsubaki Premium Moist & Repair foi desenvolvida para proporcionar hidratação intensa e reparar os fios ressecados, deixando o cabelo macio, sedoso e com brilho natural. Enriquecida com óleo de camélia e ingredientes nutritivos, ajuda a recuperar a saúde dos cabelos desde a primeira lavagem.  Benefícios:  * Hidratação profunda para cabelos secos e ressecados. * Repara os danos e fortalece os fios. * Reduz o frizz e facilita o desembaraço. * Proporciona brilho intenso e toque sedoso. * Fragrância sofisticada e duradoura.  Ideal para cabelos secos, opacos ou danificados, o uso combinado do shampoo e condicionador garante fios mais hidratados, leves, saudáveis e com movimento natural.",Sem Marca,123.47,3800,999,1.500,,,,3,,,,,,,,,"IMAGEM LOCAL (base64) — precisa subir a foto manualmente, URL não disponível"
